"economy"	"economycode"	"wpid_random"	"wgt"	"female"	"age"	"educ"	"inc_q"	"account"	"account_fin"	"account_mob"	"q2"	"q3"	"q4"	"q5"	"q6"	"q8a"	"q8b"	"q8c"	"q8d"	"q8e"	"q8f"	"q8g"	"q8h"	"q8i"	"q9"	"q10"	"q11"	"q12"	"q13"	"q14"	"q16"	"q17a"	"q17b"	"q17c"	"q18a"	"q18b"	"q20"	"q21a"	"q21b"	"q21c"	"q21d"	"q22a"	"q22b"	"q22c"	"q24"	"q25"	"q26"	"q27a"	"q27b"	"q27c"	"q27d"	"q28"	"q29a"	"q29b"	"q29c"	"q29d"	"q30"	"q31a"	"q31b"	"q31c"	"q32"	"q33a"	"q33b"	"q33c"	"q34"	"q35"	"q36a"	"q36bc"	"q36d"	"q37"	"q38"	"q39"	"q40a"	"q40bc"	"q40d"	"q41"	"q42"	"q43"	"q44a"	"q44b"	"q44c"	"saved"	"borrowed"
"Mexico"	"MEX"	120914217	0.39382833269459	"1 male"	"19"	"secondary"	"5 richest 20%"	"yes"	"yes"	"yes"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"no"							"no"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"2 somewhat possible"	"2 family, relatives, or friends"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"yes"	"yes"	"yes"	"yes"	"1 all of the money right away"	"1 you had this account before you began receiving payments from the government."	"no"				"yes"	"yes"
"Mexico"	"MEX"	131620668	0.666403590272908	"2 female"	"22"	"secondary"	"3 middle 20%"	"yes"	"yes"	"yes"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"2 somewhat possible"	"1 savings"	"no"					"yes"	"(dk)"	"yes"	"yes"	"yes"	"no"				"yes"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"yes"	"yes"	"yes"	"yes"	"2 over time as needed"	"1 you had this account before you began receiving payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	143462717	1.18643785493793	"1 male"	"28"	"completed tertiary or more"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"							"no"	"yes"	"no"	"yes"	"yes"	"yes"	"(dk)"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	198529706	1.48715707058761	"1 male"	"23"	"completed tertiary or more"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"							"yes"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"1 very possible"	"2 family, relatives, or friends"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	135451806	0.286285095113012	"1 male"	"41"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	135023741	0.733874902659034	"2 female"	"20"	"secondary"	"2 second 20%"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"no"										"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"2 you get it over the counter in a branch of your financial institution"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"yes"	"no"	"no"	"no"	"no"			"no"						"(dk)"				"no"	"yes"
"Mexico"	"MEX"	164282692	0.501897895941544	"2 female"	"28"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"		"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"no"	"no"							"no"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"1 very possible"	"1 savings"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"no"							"no"						"(dk)"				"yes"	"yes"
"Mexico"	"MEX"	176271064	0.910680113500805	"2 female"	"65"	"completed primary or less"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	134864685	0.508788117319326	"1 male"	"54"	"secondary"	"5 richest 20%"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"4 (dk)"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"4 a credit card or borrowing from a formal financial institution"	"no"					"no"					"yes"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"yes"	"yes"	"no"	"no"	"yes"	"no"
"Mexico"	"MEX"	141578131	1.18643785493793	"1 male"	"26"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"2 three or more times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	197018677	0.733874902659034	"2 female"	"21"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"6 some other source"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	138511069	0.314191991886459	"1 male"	"26"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"no"		"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"(dk)"				"no"				"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	122546253	0.53164958954465	"2 female"	"32"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	163530304	0.431888243741457	"2 female"	"41"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"2 three or more times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"no"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	149972090	0.585477474117469	"2 female"	"29"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	135114088	0.39382833269459	"1 male"	"23"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"1 very possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	171047614	0.628383983772919	"1 male"	"25"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"							"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"1 very possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"3 (dk)"	"5 (refused)"	"yes"	"yes"	"no"	"no"			"no"				"yes"	"no"
"Mexico"	"MEX"	164810971	0.585477474117469	"2 female"	"28"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	179209662	1.33280718054582	"2 female"	"17"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"no"
"Mexico"	"MEX"	200487320	0.570151105796698	"1 male"	"58"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"			"no"						"no"				"no"	"no"
"Mexico"	"MEX"	111258280	1.33280718054582	"2 female"	"16"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"no"							"yes"	"yes"	"no"	"no"			"no"				"no"	"no"
"Mexico"	"MEX"	175811188	0.692005928021774	"1 male"	"27"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"		"no"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"yes"	"yes"	"no"	"no"			"no"						"no"				"no"	"no"
"Mexico"	"MEX"	171262788	2.86285095113012	"2 female"	"44"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"no"	"yes"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"yes"	"yes"	"yes"	"no"	"no"	"no"					"no"				"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"			"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	117927062	1.61456947090246	"1 male"	"67"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"	"no"							"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"yes"
"Mexico"	"MEX"	188684262	0.455340056750402	"2 female"	"61"	"completed primary or less"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"no"		"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"yes"	"no"	"3 not very possible"	"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])"	"no"					"yes"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	202667585	0.570151105796698	"1 male"	"55"	"secondary"	"2 second 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"1 very possible"	"2 family, relatives, or friends"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	163770652	1.92742065510094	"1 male"	"42"	"completed primary or less"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"							"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	198693368	0.695308531441027	"1 male"	"43"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	121764730	1.46774980531807	"2 female"	"15"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	178023943	2.21062813232116	"2 female"	"30"	"completed primary or less"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"no"		"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	140174610	0.455340056750402	"2 female"	"64"	"completed primary or less"	"4 fourth 20%"	"yes"	"yes"	"yes"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"yes"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"no"	"yes"	"yes"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"no"
"Mexico"	"MEX"	112231017	0.573952658932962	"2 female"	"45"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	164180998	0.538189823634152	"1 male"	"65"	"completed primary or less"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"3 money is not deposited in a typical month"	"yes"	"1 one or two times per month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"no"
"Mexico"	"MEX"	136143026	2.4460658449912	"2 female"	"37"	"completed primary or less"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"no"		"no"		"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	170914647	0.339192078212884	"1 male"	"47"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"no"		"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"4 not at all possible"		"yes"	"yes"	"no"	"no"	"no"	"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from the government."	"no"				"yes"	"yes"
"Mexico"	"MEX"	149546976	0.41351905927474	"2 female"	"65"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"1 one or two times per month"	"yes"	"3 money is not taken out in a typical month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"2 somewhat possible"	"1 savings"	"no"					"yes"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	141888215	1.0763796472683	"1 male"	"56"	"completed primary or less"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"3 money is not deposited in a typical month"	"yes"	"1 one or two times per month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"no"	"no"
"Mexico"	"MEX"	167066570	1.00379579188309	"2 female"	"28"	"completed tertiary or more"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	143593622	0.474047699307291	"2 female"	"47"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"(ref)"			"(ref)"		"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"							"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"(ref)"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	149505086	0.666403590272908	"2 female"	"23"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	126669492	0.910680113500805	"2 female"	"68"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"(dk)"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"no"	"no"
"Mexico"	"MEX"	126957491	1.7898949600588	"2 female"	"51"	"completed primary or less"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"3 money is not deposited in a typical month"	"yes"	"1 one or two times per month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"yes"	"no"	"yes"	"no"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from the government."	"no"				"no"	"no"
"Mexico"	"MEX"	137344356	0.692005928021774	"1 male"	"28"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"(ref)"	"(ref)"	"no"											"yes"	"5 (refused)"	"(ref)"		"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"1 you had this account before you began receiving payments from an employer."	"no"						"no"				"no"	"no"
"Mexico"	"MEX"	135987973	2.21062813232116	"2 female"	"30"	"completed primary or less"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	194005284	0.538189823634152	"1 male"	"77"	"completed primary or less"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"no"	"yes"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"no"	"no"
"Mexico"	"MEX"	124566064	0.733874902659034	"2 female"	"16"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"5 (dk)"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	121092309	0.867404478425006	"1 male"	"21"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"3 this was your first account, and it was opened so you could receive payments from an employer."	"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from the government."	"no"				"no"	"yes"
"Mexico"	"MEX"	124694105	0.431888243741457	"2 female"	"44"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"no"		"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"(dk)"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"yes"	"yes"	"no"	"no"			"no"				"no"	"no"
